id,Time(millis),Temp1,Temp2,HIndex
285,1941.0,22.83,24.0,23.55
286,1941.0,22.83,24.0,23.55
287,1941.0,22.83,24.0,23.55
288,1966.0,22.83,24.0,23.55
289,1966.0,22.83,24.0,23.55
290,1966.0,22.83,24.0,23.55
291,1966.0,22.83,24.0,23.55
292,1990.0,22.83,24.0,23.55
293,1990.0,22.83,24.0,23.55
294,1990.0,22.83,24.0,23.55
295,1990.0,22.83,24.0,23.55
296,2286.0,21.94,24.0,23.53
297,2286.0,21.94,24.0,23.53
298,2286.0,21.94,24.0,23.53
299,2286.0,21.94,24.0,23.53
300,2288.0,22.73,24.0,23.53
301,2288.0,22.73,24.0,23.53
302,2288.0,22.73,24.0,23.53
303,2288.0,22.73,24.0,23.53
304,2290.0,22.73,24.0,23.53
305,2290.0,22.73,24.0,23.53
306,2290.0,22.73,24.0,23.53
307,2290.0,22.73,24.0,23.53
308,2294.0,22.73,24.0,23.53
309,2294.0,22.73,24.0,23.53
310,2294.0,22.73,24.0,23.53
311,2294.0,22.73,24.0,23.53
312,2319.0,22.83,24.0,23.53
313,2319.0,22.83,24.0,23.53
314,2319.0,22.83,24.0,23.53
315,2319.0,22.83,24.0,23.53
316,2344.0,22.83,24.0,23.53
317,2344.0,22.83,24.0,23.53
318,2344.0,22.83,24.0,23.53
319,2344.0,22.83,24.0,23.53
320,2369.0,22.73,24.0,23.53
321,2369.0,22.73,24.0,23.53
322,2369.0,22.73,24.0,23.53
323,2369.0,22.73,24.0,23.53
324,2395.0,22.83,24.0,23.53
325,2395.0,22.83,24.0,23.53
326,2395.0,22.83,24.0,23.53
327,2395.0,22.83,24.0,23.53
328,2419.0,22.83,24.0,23.53
329,2419.0,22.83,24.0,23.53
330,2419.0,22.83,24.0,23.53
331,2419.0,22.83,24.0,23.53
332,2444.0,22.73,24.0,23.53
333,2444.0,22.73,24.0,23.53
334,2444.0,22.73,24.0,23.53
335,2444.0,22.73,24.0,23.53
336,2469.0,22.73,24.0,23.53
337,2469.0,22.73,24.0,23.53
338,2469.0,22.73,24.0,23.53
339,2469.0,22.73,24.0,23.53
340,2494.0,22.83,24.0,23.53
341,2494.0,22.83,24.0,23.53
342,2494.0,22.83,24.0,23.53
343,2494.0,22.83,24.0,23.53
344,2519.0,22.83,24.0,23.53
345,2519.0,22.83,24.0,23.53
346,2519.0,22.83,24.0,23.53
347,2519.0,22.83,24.0,23.53
348,2544.0,22.83,24.0,23.53
349,2544.0,22.83,24.0,23.53
350,2544.0,22.83,24.0,23.53
351,2544.0,22.83,24.0,23.53
352,2569.0,22.83,24.0,23.53
353,2569.0,22.83,24.0,23.53
354,2569.0,22.83,24.0,23.53
355,2569.0,22.83,24.0,23.53
356,2594.0,22.83,24.0,23.53
357,2594.0,22.83,24.0,23.53
358,2594.0,22.83,24.0,23.53
359,2594.0,22.83,24.0,23.53
360,2619.0,22.83,24.0,23.53
361,2619.0,22.83,24.0,23.53
362,2619.0,22.83,24.0,23.53
363,2619.0,22.83,24.0,23.53
364,2643.0,22.73,24.0,23.53
365,2643.0,22.73,24.0,23.53
366,2643.0,22.73,24.0,23.53
367,2643.0,22.73,24.0,23.53
368,2669.0,22.73,24.0,23.53
369,2669.0,22.73,24.0,23.53
370,2669.0,22.73,24.0,23.53
371,2669.0,22.73,24.0,23.53
372,2694.0,22.83,24.0,23.53
373,2694.0,22.83,24.0,23.53
374,2694.0,22.83,24.0,23.53
375,2694.0,22.83,24.0,23.53
376,2718.0,22.73,24.0,23.53
377,2718.0,22.73,24.0,23.53
378,2718.0,22.73,24.0,23.53
379,2718.0,22.73,24.0,23.53
380,2744.0,22.83,24.0,23.53
381,2744.0,22.83,24.0,23.53
382,2744.0,22.83,24.0,23.53
383,2744.0,22.83,24.0,23.53
384,2768.0,22.83,24.0,23.53
385,2768.0,22.83,24.0,23.53
386,2768.0,22.83,24.0,23.53
387,2768.0,22.83,24.0,23.53
388,2794.0,22.73,24.0,23.53
389,2794.0,22.73,24.0,23.53
390,2794.0,22.73,24.0,23.53
391,2794.0,22.73,24.0,23.53
392,2819.0,22.73,24.0,23.53
393,2819.0,22.73,24.0,23.53
394,2819.0,22.73,24.0,23.53
395,2819.0,22.73,24.0,23.53
396,2843.0,22.83,24.0,23.53
397,2843.0,22.83,24.0,23.53
398,2843.0,22.83,24.0,23.53
399,2843.0,22.83,24.0,23.53
400,2869.0,22.83,24.0,23.53
401,2869.0,22.83,24.0,23.53
402,2869.0,22.83,24.0,23.53
403,2869.0,22.83,24.0,23.53
404,2893.0,22.83,24.0,23.53
405,2893.0,22.83,24.0,23.53
406,2893.0,22.83,24.0,23.53
407,2893.0,22.83,24.0,23.53
408,2918.0,22.83,24.0,23.53
409,2918.0,22.83,24.0,23.53
410,2918.0,22.83,24.0,23.53
411,2918.0,22.83,24.0,23.53
412,2944.0,22.83,24.0,23.53
413,2944.0,22.83,24.0,23.53
414,2944.0,22.83,24.0,23.53
415,2944.0,22.83,24.0,23.53
416,2968.0,22.83,24.0,23.53
417,2968.0,22.83,24.0,23.53
418,2968.0,22.83,24.0,23.53
419,2968.0,22.83,24.0,23.53
420,2994.0,22.83,24.0,23.53
421,2994.0,22.83,24.0,23.53
422,2994.0,22.83,24.0,23.53
423,2994.0,22.83,24.0,23.53
424,3018.0,22.83,24.0,23.53
425,3018.0,22.83,24.0,23.53
426,3018.0,22.83,24.0,23.53
427,3018.0,22.83,24.0,23.53
428,3043.0,22.83,24.0,23.53
429,3043.0,22.83,24.0,23.53
430,3043.0,22.83,24.0,23.53
431,3043.0,22.83,24.0,23.53
432,3068.0,22.83,24.0,23.53
433,3068.0,22.83,24.0,23.53
434,3068.0,22.83,24.0,23.53
435,3068.0,22.83,24.0,23.53
436,3093.0,22.83,24.0,23.53
437,3093.0,22.83,24.0,23.53
438,3093.0,22.83,24.0,23.53
439,3093.0,22.83,24.0,23.53
440,3118.0,22.73,24.0,23.53
441,3118.0,22.73,24.0,23.53
442,3118.0,22.73,24.0,23.53
443,3118.0,22.73,24.0,23.53
444,3143.0,22.83,24.0,23.53
445,3143.0,22.83,24.0,23.53
446,3143.0,22.83,24.0,23.53
447,3143.0,22.83,24.0,23.53
448,3168.0,22.83,24.0,23.53
449,3168.0,22.83,24.0,23.53
450,3168.0,22.83,24.0,23.53
451,3168.0,22.83,24.0,23.53
452,3193.0,22.83,24.0,23.53
453,3193.0,22.83,24.0,23.53
454,3193.0,22.83,24.0,23.53
455,3193.0,22.83,24.0,23.53
456,3218.0,22.83,24.0,23.53
457,3218.0,22.83,24.0,23.53
458,3218.0,22.83,24.0,23.53
459,3218.0,22.83,24.0,23.53
460,3243.0,22.83,24.0,23.53
461,3243.0,22.83,24.0,23.53
462,3243.0,22.83,24.0,23.53
463,3243.0,22.83,24.0,23.53
464,3268.0,22.83,24.0,23.53
465,3268.0,22.83,24.0,23.53
466,3268.0,22.83,24.0,23.53
467,3268.0,22.83,24.0,23.53
468,3293.0,22.73,24.0,23.53
469,3293.0,22.73,24.0,23.53
470,3293.0,22.73,24.0,23.53
471,3293.0,22.73,24.0,23.53
472,3317.0,22.83,24.0,23.53
473,3317.0,22.83,24.0,23.53
474,3317.0,22.83,24.0,23.53
475,3317.0,22.83,24.0,23.53
476,3343.0,22.73,24.0,23.53
477,3343.0,22.73,24.0,23.53
478,3343.0,22.73,24.0,23.53
479,3343.0,22.73,24.0,23.53
480,3367.0,22.83,24.0,23.53
481,3367.0,22.83,24.0,23.53
482,3367.0,22.83,24.0,23.53
483,3367.0,22.83,24.0,23.53
484,3393.0,22.83,24.0,23.53
485,3393.0,22.83,24.0,23.53
486,3393.0,22.83,24.0,23.53
487,3393.0,22.83,24.0,23.53
488,3418.0,22.83,24.0,23.53
489,3418.0,22.83,24.0,23.53
490,3418.0,22.83,24.0,23.53
491,3418.0,22.83,24.0,23.53
492,3442.0,22.83,24.0,23.53
493,3442.0,22.83,24.0,23.53
494,3442.0,22.83,24.0,23.53
495,3442.0,22.83,24.0,23.53
496,3468.0,22.83,24.0,23.53
497,3468.0,22.83,24.0,23.53
498,3468.0,22.83,24.0,23.53
499,3468.0,22.83,24.0,23.53
500,3492.0,22.83,24.0,23.53
501,3492.0,22.83,24.0,23.53
502,3492.0,22.83,24.0,23.53
503,3492.0,22.83,24.0,23.53
504,3517.0,22.83,24.0,23.53
505,3517.0,22.83,24.0,23.53
506,3517.0,22.83,24.0,23.53
507,3517.0,22.83,24.0,23.53
508,3543.0,22.83,24.0,23.53
509,3543.0,22.83,24.0,23.53
510,3543.0,22.83,24.0,23.53
511,3543.0,22.83,24.0,23.53
512,3567.0,22.83,24.0,23.53
513,3567.0,22.83,24.0,23.53
514,3567.0,22.83,24.0,23.53
515,3567.0,22.83,24.0,23.53
516,3593.0,22.73,24.0,23.53
517,3593.0,22.73,24.0,23.53
518,3593.0,22.73,24.0,23.53
519,3593.0,22.73,24.0,23.53
520,3617.0,22.73,24.0,23.53
521,3617.0,22.73,24.0,23.53
522,3617.0,22.73,24.0,23.53
523,3617.0,22.73,24.0,23.53
524,3642.0,22.83,24.0,23.53
525,3642.0,22.83,24.0,23.53
526,3642.0,22.83,24.0,23.53
527,3642.0,22.83,24.0,23.53
528,3667.0,22.83,24.0,23.53
529,3667.0,22.83,24.0,23.53
530,3667.0,22.83,24.0,23.53
531,3667.0,22.83,24.0,23.53
532,3692.0,22.73,24.0,23.53
533,3692.0,22.73,24.0,23.53
534,3692.0,22.73,24.0,23.53
535,3692.0,22.73,24.0,23.53
536,3717.0,22.83,24.0,23.53
537,3717.0,22.83,24.0,23.53
538,3717.0,22.83,24.0,23.53
539,3717.0,22.83,24.0,23.53
540,3742.0,22.73,24.0,23.53
541,3742.0,22.73,24.0,23.53
542,3742.0,22.73,24.0,23.53
543,3742.0,22.73,24.0,23.53
544,3767.0,22.83,24.0,23.53
545,3767.0,22.83,24.0,23.53
546,3767.0,22.83,24.0,23.53
547,3767.0,22.83,24.0,23.53
548,3792.0,22.83,24.0,23.53
549,3792.0,22.83,24.0,23.53
550,3792.0,22.83,24.0,23.53
551,3792.0,22.83,24.0,23.53
552,3817.0,22.73,24.0,23.53
553,3817.0,22.73,24.0,23.53
554,3817.0,22.73,24.0,23.53
555,3817.0,22.73,24.0,23.53
556,3842.0,22.83,24.0,23.53
557,3842.0,22.83,24.0,23.53
558,3842.0,22.83,24.0,23.53
559,3842.0,22.83,24.0,23.53
560,3867.0,22.83,24.0,23.53
561,3867.0,22.83,24.0,23.53
562,3867.0,22.83,24.0,23.53
563,3867.0,22.83,24.0,23.53
564,3892.0,22.83,24.0,23.53
565,3892.0,22.83,24.0,23.53
566,3892.0,22.83,24.0,23.53
567,3892.0,22.83,24.0,23.53
568,3916.0,22.83,24.0,23.53
569,3916.0,22.83,24.0,23.53
570,3916.0,22.83,24.0,23.53
571,3916.0,22.83,24.0,23.53
572,3942.0,22.73,24.0,23.53
573,3942.0,22.73,24.0,23.53
574,3942.0,22.73,24.0,23.53
575,3942.0,22.73,24.0,23.53
576,3966.0,22.83,24.0,23.53
577,3966.0,22.83,24.0,23.53
578,3966.0,22.83,24.0,23.53
579,3966.0,22.83,24.0,23.53
580,3992.0,22.73,24.0,23.53
581,3992.0,22.73,24.0,23.53
582,3992.0,22.73,24.0,23.53
583,3992.0,22.73,24.0,23.53
584,4288.0,21.94,24.0,23.55
585,4288.0,21.94,24.0,23.55
586,4288.0,21.94,24.0,23.55
587,4288.0,21.94,24.0,23.55
588,4289.0,22.83,24.0,23.55
589,4289.0,22.83,24.0,23.55
590,4289.0,22.83,24.0,23.55
591,4289.0,22.83,24.0,23.55
592,4291.0,22.73,24.0,23.55
593,4291.0,22.73,24.0,23.55
594,4291.0,22.73,24.0,23.55
595,4291.0,22.73,24.0,23.55
596,4295.0,22.73,24.0,23.55
597,4295.0,22.73,24.0,23.55
598,4295.0,22.73,24.0,23.55
599,4295.0,22.73,24.0,23.55
600,4321.0,22.73,24.0,23.55
601,4321.0,22.73,24.0,23.55
602,4321.0,22.73,24.0,23.55
603,4321.0,22.73,24.0,23.55
604,4345.0,22.73,24.0,23.55
605,4345.0,22.73,24.0,23.55
606,4345.0,22.73,24.0,23.55
607,4345.0,22.73,24.0,23.55
608,4371.0,22.73,24.0,23.55
609,4371.0,22.73,24.0,23.55
610,4371.0,22.73,24.0,23.55
611,4371.0,22.73,24.0,23.55
612,4396.0,22.73,24.0,23.55
613,4396.0,22.73,24.0,23.55
614,4396.0,22.73,24.0,23.55
615,4396.0,22.73,24.0,23.55
616,4420.0,22.73,24.0,23.55
617,4420.0,22.73,24.0,23.55
618,4420.0,22.73,24.0,23.55
619,4420.0,22.73,24.0,23.55
620,4446.0,22.73,24.0,23.55
621,4446.0,22.73,24.0,23.55
622,4446.0,22.73,24.0,23.55
623,4446.0,22.73,24.0,23.55
624,4470.0,22.63,24.0,23.55
625,4470.0,22.63,24.0,23.55
626,4470.0,22.63,24.0,23.55
627,4470.0,22.63,24.0,23.55
628,4495.0,22.73,24.0,23.55
629,4495.0,22.73,24.0,23.55
630,4495.0,22.73,24.0,23.55
631,4495.0,22.73,24.0,23.55
632,4520.0,22.73,24.0,23.55
633,4520.0,22.73,24.0,23.55
634,4520.0,22.73,24.0,23.55
635,4520.0,22.73,24.0,23.55
636,4545.0,22.63,24.0,23.55
637,4545.0,22.63,24.0,23.55
638,4545.0,22.63,24.0,23.55
639,4545.0,22.63,24.0,23.55
640,4571.0,22.73,24.0,23.55
641,4571.0,22.73,24.0,23.55
642,4571.0,22.73,24.0,23.55
643,4571.0,22.73,24.0,23.55
644,4595.0,22.73,24.0,23.55
645,4595.0,22.73,24.0,23.55
646,4595.0,22.73,24.0,23.55
647,4595.0,22.73,24.0,23.55
648,4620.0,22.73,24.0,23.55
649,4620.0,22.73,24.0,23.55
650,4620.0,22.73,24.0,23.55
651,4620.0,22.73,24.0,23.55
652,4645.0,22.73,24.0,23.55
653,4645.0,22.73,24.0,23.55
654,4645.0,22.73,24.0,23.55
655,4645.0,22.73,24.0,23.55
656,4670.0,22.73,24.0,23.55
657,4670.0,22.73,24.0,23.55
